seller_id,revenue,orders,avg_review,late_rate,avg_delivery_days,log_revenue,log_orders,review_risk,seller_cluster,cluster_label
4869f7a5dfa277a7dca6462dcf3b52b2,229472.63,1132,4.135351736420303,0.1043324491600353,14.616206589492432,12.343543399920216,7.0326242610280065,0.8646482635796966,1,Long-tail standard sellers
53243585a1d6dc2643021fd1853d8905,222776.05,358,4.132022471910112,0.0335195530726257,12.982758620689657,12.313926774548333,5.883322388488279,0.867977528089888,1,Long-tail standard sellers
4a3ca9315b744ce9f8e9374361493884,200472.92,1806,3.8438566552901023,0.0961214165261382,14.044699140401146,12.208439442455331,7.499423290592229,1.1561433447098977,1,Long-tail standard sellers
fa1c13f2614d7b5c4749cbc52fecda94,194042.03,585,4.353251318101933,0.0924956369982548,12.948763250883392,12.175835217574278,6.373319789577012,0.6467486818980666,1,Long-tail standard sellers
7c67e1448b00f6e969d365cea6b010ab,187923.89,982,3.497931747673216,0.0914696813977389,21.994813278008294,12.143797640705602,6.890609120147166,1.5020682523267839,1,Long-tail standard sellers
7e93a43ef30c4f03f38b393420bc753a,176431.87,336,4.231231231231231,0.0449101796407185,10.845425867507888,12.080695743064565,5.820082930352362,0.7687687687687692,1,Long-tail standard sellers
da8622b14eb17ae2831f4ac5b9dab84a,160236.57,1314,4.205559906029757,0.0663026521060842,10.751368256450352,11.984412805471843,7.181591944611865,0.794440093970243,1,Long-tail standard sellers
7a67c85e85bb2ce8582c35f2203ad736,141745.53,1160,4.264059753954306,0.05231037489102,10.76148409893993,11.861795741572552,7.057036981697891,0.7359402460456943,1,Long-tail standard sellers
1025f0e2d44d7041d6cf58b6550e0bfa,138968.55,915,3.995565410199557,0.0792079207920792,11.95353982300885,11.84201012336644,6.82001636467413,1.004434589800443,1,Long-tail standard sellers
955fee9216a65b617aa5c0531780ce60,135171.7,1287,4.163779527559055,0.06015625,10.322966507177034,11.814308499124868,7.160845906664299,0.836220472440945,1,Long-tail standard sellers
46dc3b2cc0980fb8ec44634e21d2718e,128111.19,521,4.2066276803118905,0.0558766859344894,11.45418326693227,11.760661643388623,6.257667587882639,0.7933723196881095,1,Long-tail standard sellers
6560211a19b47992c3666cc44a7e94c0,123304.83,1854,3.9421081376297114,0.0519761775852734,9.165562913907284,11.7224229710841,7.5256399750415355,1.0578918623702886,1,Long-tail standard sellers
620c87c171fb2a6dd6e8bb4dec959fc6,114774.5,740,4.251023192360163,0.0851351351351351,12.421270718232044,11.650733325457313,6.608000625296087,0.7489768076398367,1,Long-tail standard sellers
7d13fca15225358621be4086e1eb0964,113628.97,565,4.033989266547406,0.1136767317939609,15.278776978417266,11.640702570897234,6.338594078203183,0.9660107334525936,1,Long-tail standard sellers
5dceca129747e92ff8ef7a997dc4f8ca,112155.53,325,3.99375,0.0555555555555555,11.08722741433022,11.627650763844038,5.786897381366708,1.00625,1,Long-tail standard sellers
1f50f920176fa81dab994f9023523100,106939.21,1404,4.141726618705036,0.0888888888888888,15.380575539568346,11.580025172218766,7.247792581767846,0.8582733812949641,1,Long-tail standard sellers
cc419e0650a3c5ba77189a1882b7556a,104288.42,1706,4.076052735143644,0.0511163337250293,11.112325440194292,11.55492519768451,7.442492722794441,0.9239472648563556,1,Long-tail standard sellers
a1043bafd471dff536d0c462352beb48,101901.16,718,4.232394366197183,0.0490883590462833,13.21664275466284,11.531768416238366,6.577861357721047,0.767605633802817,1,Long-tail standard sellers
3d871de0142ce09b7081e2b9d1733cb1,94914.2,1080,4.157894736842105,0.053953488372093,13.062322946175636,11.460739140370924,6.985641817639208,0.8421052631578947,1,Long-tail standard sellers
edb1ef5e36e0c8cd84eb3c9b003e486d,79284.55,166,4.426829268292683,0.073170731707317,11.52760736196319,11.280811171599039,5.117993812416755,0.5731707317073171,1,Long-tail standard sellers
ccc4bbb5f32a6ab2b7066a4130f114e3,74004.62,187,4.304347826086956,0.0648648648648648,15.478021978021978,11.211896315248506,5.236441962829949,0.6956521739130439,1,Long-tail standard sellers
f7ba60f8c3f99e7ee4042fdef03b70c4,68395.0,219,4.242990654205608,0.1401869158878504,12.995305164319248,11.133069622368483,5.393627546352362,0.7570093457943923,1,Long-tail standard sellers
fe2032dab1a61af8794248c8196565c9,65959.61,294,4.4070175438596495,0.0899653979238754,10.305555555555555,11.09681302465988,5.68697535633982,0.5929824561403505,1,Long-tail standard sellers
8581055ce74af1daba164fdbd55a40de,64925.3,387,4.259740259740259,0.0803108808290155,12.637566137566138,11.08100805943407,5.961005339623274,0.7402597402597406,1,Long-tail standard sellers
cca3071e3e9bb7d12640c9fbe2301306,64009.89,712,3.893648449039882,0.04644412191582,13.75,11.066808504116876,6.569481420414296,1.106351550960118,1,Long-tail standard sellers
04308b1ee57b6625f47df1d56f00eedf,60130.6,94,3.882978723404255,0.0744680851063829,18.42391304347826,11.004290772693404,4.553876891600541,1.1170212765957448,1,Long-tail standard sellers
522620dcb18a6b31cd7bdf73665113a9,57168.49,174,3.888235294117647,0.0862068965517241,14.88953488372093,10.95377564345559,5.1647859739235145,1.111764705882353,1,Long-tail standard sellers
17e34d8224d27a541263c4c64b11a56b,56363.24,255,4.185770750988143,0.0745098039215686,13.744939271255062,10.939590193842974,5.545177444479562,0.8142292490118566,1,Long-tail standard sellers
7ddcbb64b5bc1ef36ca8c151f6ec77df,55578.57,334,3.962121212121212,0.081081081081081,12.305555555555555,10.92557096667067,5.814130531825066,1.037878787878788,1,Long-tail standard sellers
de722cd6dad950a92b7d4f82673f8833,55426.1,339,4.300595238095238,0.0355029585798816,12.300595238095235,10.922823922805982,5.8289456176102075,0.6994047619047619,1,Long-tail standard sellers
37be5a7c751166fbc5f8ccba4119e043,55350.55,272,4.317164179104478,0.025735294117647,10.20446096654275,10.921459941358059,5.60947179518496,0.6828358208955221,1,Long-tail standard sellers
218d46b86c1881d022bce9c68a7d4b15,55093.28,388,4.160574412532637,0.0857142857142857,13.493403693931398,10.916801178499977,5.963579343618446,0.8394255874673631,1,Long-tail standard sellers
25c5c91f63607446a97b143d2d535d31,54679.22,158,3.858064516129032,0.0705128205128205,14.2012987012987,10.909257314238717,5.0689042022202315,1.1419354838709679,1,Long-tail standard sellers
f5a590cf36251cf1162ea35bef76fe84,53201.78,117,4.230769230769231,0.0683760683760683,11.265486725663717,10.881865929603554,4.770684624465665,0.7692307692307692,1,Long-tail standard sellers
ceaec5548eefc6e23e6607c5435102e7,52917.18,203,4.141414141414141,0.0495049504950495,12.583756345177664,10.876502226103097,5.318119993844216,0.858585858585859,1,Long-tail standard sellers
b2ba3715d723d245138f291a6fe42594,51676.88,337,4.114803625377643,0.0658682634730539,13.66043613707165,10.852785115943245,5.823045895483019,0.8851963746223568,1,Long-tail standard sellers
966cb4760537b1404caedd472cc610a5,51286.05,75,3.835616438356164,0.027027027027027,9.363636363636363,10.845193562644194,4.330733340286331,1.1643835616438358,1,Long-tail standard sellers
